protein,limma_pvalue,mu_hat,se_hat,residual_dof
Q6N069,0.08406323082912304,0.48845973913178614,0.2737693623051936,28
Q99575,0.4460351798481065,0.2603579495641437,0.34765711504789415,28
Q9BSW2,0.04280669176006645,0.6320124835951655,0.30411820817741453,28
Q658Y7,0.005306774780861427,-0.7888143354238308,0.2619744006981718,28
J3KQ98,0.9051443853606267,0.029295841420087232,0.23739284841965994,28
Q9UKU9,0.7687413620376853,-0.1141481607600709,0.4018828335057646,28
Q9H1J1,0.3537029985640723,0.24917264362604463,0.2626355884948606,28
E7EUY3,0.23623971887808015,0.3811227061210315,0.32265320613360393,28
Q15027,0.05261779273925054,0.617427295181386,0.31245488184729947,28
Q16625,0.5161647961852756,-0.24534518893524124,0.3891230407955102,28
A8MVN1,0.6733702164270454,0.11612795539496601,0.272345537320459,28
Q9NPB8,0.996826817274669,0.0014925339831163287,0.3875709666832889,28
Q9C0B0,0.13949910527428727,-0.32409522914935107,0.20031803370554652,28
M0R150,0.7974695306760016,-0.048889410792381606,0.16777817212866492,28
Q5SZR4,0.9045303306197763,-0.034205490811328315,0.2841383773544529,28
Q9NRW4,0.9654334538350249,-0.013610945047456358,0.3177385764590217,28
Q9NSI2,0.09313059984144907,-0.44362772813234197,0.25267809033435457,28
Q15560,0.02354100749920869,-0.6246153003976278,0.26049587132008106,28
Q9UIA9,0.37289021630466235,-0.22034174579210944,0.2373504729252265,28
E9PER6,0.724817346404036,-0.07023749147981495,0.17946214205435207,28
B3KP49,0.13117858065518082,0.3367556570381659,0.20475599138223477,28
Q13283,0.08942914999268954,-0.37396427600903076,0.1999027267626263,28
P07948,0.8623730855212125,-0.05347387689092353,0.3111805566042058,28
Q9UHQ9,0.578272676900297,-0.24489131807061826,0.45962516741830234,28
Q17RU2,0.11119431390085548,-0.3584649655012993,0.20659853969883854,28
P16615,0.29861004085066983,0.39406338000513585,0.3883699043098503,28
Q8WXI9,0.048643035784454204,-0.6418911094272336,0.3198958146091922,28
P16298,0.2350167328840702,-0.2717914994466776,0.2136853985485939,28
Q12974,0.17527352051510453,-0.4794896885987614,0.3575267200779741,28
P09917,0.31733569146039997,0.3123329774672597,0.313000148686765,28
Q96DX4,0.6849849191345234,0.0779965120469246,0.16990594924053182,28
Q8WXH0,0.8681241814626278,-0.05018151495838674,0.30395614284053823,28
M0QZQ8,0.004697389455204125,0.7393814590623994,0.2373255234849453,28
Q8WTW3,0.13677754402258052,0.3551878219669008,0.22387493279346296,28
Q9GZT4,0.3857172306547123,-0.5427660538548396,0.6614925770706316,28
P49755,0.8075104020607141,0.10618283638160939,0.4553136809418236,28
Q86UA1,0.6477657889785633,0.10200336574559768,0.20934543619603943,28
Q9UPT8,0.10404707979797616,-0.3311595421130216,0.17984479376695983,28
P24588,0.10442771988480364,-0.8868921209516395,0.5658575652693254,28
Q5JPI3,0.9048278598055666,-0.03212203930881755,0.2646744567074503,28
Q6NXG1,0.2446101382088629,0.3474554647199797,0.29626319967762715,28
Q53LP3,0.26872123172999224,-0.27915738962150277,0.24249679754455303,28
K7ES54,0.3388710332268693,0.47936004384000097,0.5243593438460844,28
Q96CW5,0.7670952173285357,0.07602633673001752,0.2502632404478478,28
O43586,0.9894940451511545,0.003465033912352783,0.2581679605769119,28
P05023,0.4387779310765183,-0.2597507616600519,0.34057448689213465,28
P35749,0.7241848268210495,0.20782828035429668,0.6244238206480158,28
E7EX53,0.5649401708740167,-0.1601894751577589,0.2753091363866502,28
P35555,0.37984786891723277,-0.3646746371026102,0.4298055018210846,28
Q9H8L6,0.33029013873264945,-0.2930515060868419,0.3001084395373387,28
P04180,0.685778929276293,0.14636954044251835,0.37175413336986823,28
D3DQ30,0.6515465363004905,-0.20588642621736272,0.4771198644557875,28
G8JL96,0.013913045076582593,-0.8806977914223746,0.3494164146817893,28
P30049,0.2435432366200889,-0.37471197909272747,0.32225179247281427,28
O75521,0.09515172527145477,0.6257973846299483,0.37825095474257286,28
P22352,0.02144136347349429,-0.662996968075757,0.274196440873196,28
P51687,0.3389796627081527,-0.4234406799390028,0.4599304397832882,28
Q96GM8,0.4721608657631021,0.2520277643382359,0.35793429638642377,28
P13051,0.27836650421376496,-0.45893529566164804,0.43737986731454576,28
E9PDF6,3.5410979616395553e-4,1.1393256479241234,0.2880003837229058,28
Q5SWX3,0.1820590373355475,0.4267120827865507,0.31930764859845645,28
Q6Y7W6,0.7080359470412144,-0.060065604230463504,0.1256694734193265,28
F2Z2A4,0.17176911037089246,0.5301258125577898,0.39561851559467903,28
Q8WYA6,0.9650078211224828,0.011120845344074703,0.24663292209271986,28
Q9HCC0,0.6952571062003607,-0.16215481651084362,0.430520324183033,28
Q5HYK7,0.00677746579501309,-0.9096033644658639,0.3215069930426032,28
Q9H7C4,0.021290762329872964,-0.9713349199970898,0.42087558088638355,28
Q9P270,0.05220376217615813,-0.4772804519381091,0.22888554994812757,28
E7ETU9,0.6525185804648226,-0.18775507114203094,0.43374989326291075,28
B5MCC0,0.8172311960778946,-0.13051536126645702,0.5981240754393256,28
E5RJV5,0.5204997390418085,-0.14165296423964052,0.2054099003310441,28
O95049,0.008244411655995293,-0.7305243298772248,0.2567176155792109,28
P16930,0.5001345555322958,-0.272195859617276,0.41798187500317496,28
Q86VR2,0.009294748019276053,-0.7055708852378602,0.25130546200035514,28
Q13303,0.9749487822789565,0.00938805254145094,0.30024094439563,28
O95379,0.2111262452073684,0.5520263813373979,0.4559545435174964,28
K7EPJ1,0.8906902417675067,0.044061235344778016,0.3252123500761026,28
Q13822,0.45580779523910775,-0.3076774555658691,0.4275552388474577,28
F5H3L5,0.25066580972272423,-0.4168236171158005,0.36935621333742336,28
Q9BRX9,0.34086806427290495,-0.20545007497650228,0.19846705176926832,28
Q9NW13,0.8216797620364387,0.08109929894435686,0.36989947749703833,28
Q9NW82,0.9786904861421968,0.007750209087817877,0.28998155882868315,28
B4DV96,0.28982481038429186,-0.4140985606889276,0.4017658462270543,28
P06331,0.7071809916105134,0.14293110246908725,0.3929865217123138,28
P32121,0.6952022298794522,0.11534563543415588,0.2945290024996957,28
E9PN17,0.8078112607835917,-0.06472622750089452,0.26152034960130316,28
C9J7E8,0.03693716602019227,0.4734276107599193,0.20498508485784567,28
Q32M88,0.19034905483454023,-0.3866779507938317,0.2914623992911418,28
Q9HCD5,0.9685906308171055,-0.01086493492511846,0.27329404403599933,28
F5GZS0,0.03228401693662302,0.5352589957411389,0.2319573278008667,28
E7EMB8,0.7121109667547738,-0.11176456395713043,0.3044120392955332,28
Q14997,0.01702904269712535,1.15228992971277,0.4848243004227243,28
Q96NC0,0.20321392743364575,0.3426968211640181,0.2615582416008412,28
Q06265,0.8329402756143415,-0.04882554490679901,0.21982897644742305,28
Q14CX7,0.1282410233047415,0.4539969650777601,0.29355823928577546,28
E7EST3,0.005357829699586812,-0.8731069262123698,0.2958472821751441,28
Q9NRD1,0.68364064308923,0.13455234488952428,0.33578895129395514,28
P36269,0.03931901892553126,-0.9233723796167053,0.4530766586835818,28
Q9Y597,0.07587473819205018,-0.5304107091867912,0.2917236384365034,28
P78324,0.06166203383981849,-0.6791371145296833,0.3631964176181981,28
Q92667,0.0014123339432462827,1.0827073422697906,0.3167125367526017,28
P49757,0.047292660040996956,-0.44351825788474963,0.2018498364634776,28
O14802,0.15527345177574725,0.4126896165467982,0.28504245668537886,28
J3QRD1,0.06823275193974263,-0.5822309305925939,0.31446091218205463,28
B4DKL4,0.04659796700132998,-0.6374969478328875,0.3138811622399082,28
Q9UHG3,0.6521321741600883,-0.19528340335860392,0.4518473270176471,28
F5GWS3,0.7974430925887103,0.08023906434977937,0.3158931416052809,28
Q96CW1,0.22118596692894701,0.26134653854634526,0.19464831133459756,28
P69891,0.5215716101580523,-0.4709339342695883,0.7823028247064292,28
K7EQZ4,0.3655813888318383,0.3036297703158087,0.3400478300079735,28
O95466,0.10985892483324579,0.3993147150520443,0.23628542930759922,28
Q9ULW0,0.8449096425755112,0.06560171899982131,0.3420727924037579,28
Q9H6A0,0.6825709296830011,0.09822969499546676,0.23020833748961403,28
Q03111,0.5323387895310103,-0.10681305902494458,0.14063826701667098,28
Q53H47,0.4156983769314281,0.2417527353050286,0.2962490134110999,28
B4DKR0,0.09289611617036446,0.4434824429854807,0.2523460180890029,28
Q02040,0.007699962128142979,0.6813315128256521,0.23270360470094645,28
K7EMM8,0.14059761588564826,-0.6546732324125878,0.45678074440451943,28
D6R9N2,0.8460358275178325,-0.06047415614200449,0.31459066769457267,28
Q96SI1,0.1119040448106323,0.544586517610904,0.3429077032748819,28
P49427,8.675187082210643e-4,0.800152625203158,0.20602804951565037,28
Q8NHG8,0.0752648259510757,0.568234611677885,0.31506809847941414,28
C9J0A7,0.7154391327886166,0.10916803781861267,0.30045908928879267,28
Q13586,2.5064579427663223e-4,-1.3611532710236047,0.3411266887940038,28
B1AM48,0.49635453823505526,-0.2893205409922739,0.44212434700513115,28
A6NIT2,0.1411173735251481,0.6309118491319377,0.43969111023865215,28
Q8N1N4,0.534964667873467,0.3953449804381176,0.6759574370812138,28
Q63HQ0,1.4056756774319284e-5,-1.1643205510844477,0.2188259856088874,28
P56962,0.6349854587933111,0.1550298974344989,0.33147320135498964,28
Q9UKX7,0.7199073019942411,0.08948001778225415,0.24158852020798352,28
C9JA90,0.2900920340248215,-0.2936203375600391,0.27241412003153753,28
Q7Z478,0.13092050398487518,0.3684995676543569,0.2300113910199986,28
Q9NRD5,0.3427044859777313,0.3695059313749367,0.40051319682971104,28
Q9NWX5,0.8624780470546427,0.0499949571583862,0.2881144074966132,28
P54709,0.7033552287541387,0.10725224677737766,0.2796655239191113,28
C9JYJ6,0.9369955127006265,0.023518675948168366,0.2985616699350416,28
Q8ND71,0.10192225730025739,0.5500777663735691,0.33544744433335644,28
Q96RR4,0.879487132734971,0.03945731577656303,0.25464995577806615,28
O43639,0.0023214743478776087,0.582945482962712,0.15107092308066547,28
Q14134,0.9298791030119592,-0.05980317369084576,0.7244375596887547,28
G5E9C8,0.6033384265479262,-0.08499822973845314,0.1301352743033482,28
F5H6E2,0.18393302649773222,0.47008545721995976,0.35778355029580877,28
R4GMX3,0.9369777972344202,-0.014464669004256775,0.15775833429263586,28
K7ENG3,0.14453214980924192,-0.34210228300584966,0.21892319203062557,28
B4DF47,0.5783848892184114,0.19610203031193613,0.3612029420048337,28
B4DRL9,0.10641974176429501,-0.44362082319814977,0.2655015574843424,28
Q7L4I2,0.7713614510274305,0.06675080461548369,0.21756542649190708,28
Q6ZMZ3,0.010137343416907346,-0.9488372790619823,0.35956261849639526,28
P16870,0.5942242959144587,-0.25290991726151896,0.4977379875219783,28
Q13601,0.3745902634560937,-0.258272257687966,0.288786499025742,28
P04843,0.8816694448202147,0.07543522736751751,0.534292478045027,28
E9PGF5,0.19237832411645686,-0.3628061581203543,0.2718683466925318,28
B4DM89,0.9795992290980173,0.005924009001789521,0.22015815090957225,28
Q07954,0.10222745164609348,-0.5876831612460957,0.36153526991190765,28
G3V3I4,0.009576341664956278,-0.6602084780173872,0.2326502939244242,28
E7ETK0,0.05062706241964873,0.8114155298628568,0.4188798310530212,28
O00560,0.35479369561703167,0.3643237220335014,0.4054628685117044,28
Q96C92,0.10811385199244833,-0.3723292112541075,0.21463690254518838,28
E7ES19,0.011032704447529138,-1.5805484799017084,0.6277973641290638,28
Q92859,0.681174257610383,0.14497982266981804,0.36163726842000204,28
Q96IK1,0.2681063486557844,-0.2619525730387591,0.22342614575256467,28
Q9BSJ8,0.11399900963516839,-0.41375275887144214,0.25061795281447763,28
Q8NCA5,2.11046446356639e-4,0.769599941660163,0.16238087434962484,28
Q15759,0.6031406885097186,0.20298491421624154,0.40375203030182794,28
P57740,0.545531869867314,0.1350103698076143,0.20912199826265251,28
Q9Y248,0.42785045523963783,0.30245247779122525,0.3924770635076956,28
Q5T4S7,0.07073683481707303,0.39918984330522894,0.19997338524693706,28
B5MCW3,0.11383354673062038,-0.422927015814647,0.2572633160900526,28
Q13427,0.3887848301088621,0.23759097096896364,0.27116987676875454,28
Q15050,0.9836185639462676,0.008836950248367281,0.4494640620558403,28
O75563,0.4960708724014129,-0.20389201405624985,0.29968511288379723,28
Q9H074,0.17414312974279791,0.4210831472002381,0.30781671305630537,28
Q9H2K8,0.08382959448089546,-0.45650462594711616,0.25208779768883893,28
Q9NVJ2,0.7403754671355728,-0.06875277565955368,0.18972246050328254,28
Q5W0U4,0.47261192738543323,-0.2901755233329209,0.41813579196183653,28
Q8N436,0.15296367129202723,-0.6453570156339111,0.4652760695146111,28
Q6UXP7,0.7011716359712645,-0.10114964108757654,0.2583416536750693,28
P01605,0.6533041012088043,0.19232542044185869,0.44625320583676853,28
P04430,0.7085007887876457,0.17445231066295885,0.4892852895103497,28
I3L0Y2,0.6273353561958319,0.16251321685659725,0.3407980005990935,28
E9PR76,0.735338283858038,0.08531201214254652,0.24503351605701237,28
C9J0M6,0.363645555660866,0.2159199146657612,0.22569639800527244,28
Q9NSK0,0.7912075748761127,-0.06767916697503186,0.24904687796557723,28
P51532,0.31143807185815764,0.33019581661756015,0.3287828708404986,28
Q9UI10,0.15177108615633442,-0.3436817798526315,0.22551003355149077,28
Q6IQ49,0.3861999465928255,-0.25174947165821293,0.28847566165075667,28
Q6ZVF9,0.5453517775670383,-0.18795120525578027,0.312954692645922,28
B7Z7Q6,0.053741061213055115,-0.6338713965782017,0.3237981191927453,28
Q9Y2K7,0.01115508857170841,0.6746186032454766,0.24589839776590355,28
Q96HS1,0.8694591207012553,0.06384205813909294,0.40234237667616446,28
O15061,0.11769328247047095,-0.714436273323501,0.4692821725803284,28
Q8N108,0.007717701785120691,-0.5265209332981092,0.16327398940916854,28
Q9NVF7,0.02254894389070793,0.6013856438821089,0.24635298556559795,28
Q7LBC6,0.46384533943450645,0.16533123110609088,0.2116594223719797,28
Q32P28,0.3770177440688979,-0.372813903918306,0.4372966288967753,28
Q9H1K0,0.526916559010166,0.10615917894442099,0.1359694663116583,28
Q9BZH6,0.9292707296813837,0.028064578083650243,0.3201423899383914,28
P17028,4.058783221722435e-4,-1.4407932485367625,0.3807361529879598,28
B7Z5G4,0.02048594919453359,-1.517491358501951,0.6681477539382182,28
Q86X02,0.8933482908861259,-0.05296390135311885,0.4097884637559068,28
Q14244,0.6762267675114633,0.18783231861522792,0.4704281690365454,28
Q9NRF8,0.8747076822853251,-0.04401265421000239,0.27699697076199115,28
Q14BN4,0.14985697910540965,-0.5263404716014395,0.36995718312287035,28
Q9NTJ3,0.0035782417731460496,1.190042678347904,0.3955592079685289,28
Q9H2P0,0.7282378633870589,0.09783442452564522,0.27961933513382936,28
P51692,0.09772188948940248,-0.42064749585744954,0.24089561037950868,28
Q9NZR1,0.16330667822847167,-0.4077404674171922,0.2876570906348746,28
P01612,0.5832147261017102,0.2547196284341944,0.48600226381112493,28
P01624,0.33288177943346275,-0.5950827553657384,0.6483315911272738,28
P83593,0.23167313303718504,-0.6526166863948748,0.5707655908299397,28
Q8IZ73,0.19862993078556415,-0.3157745114568583,0.23345126396329433,28
F5H1G9,0.038543736872283414,0.43129018460321966,0.18249662837401037,28
H3BS42,0.13883678279626577,-0.5137823389295809,0.34901156128585203,28
Q5T280,2.408953028668235e-4,-1.1443877342110593,0.2783553431738796,28
O75915,0.3518876603016059,0.2666646371157786,0.28343582735708533,28
Q8TBN0,0.18662665036524065,-0.4001449445788127,0.3002576041568607,28
F5GY37,0.23588520979974906,-0.45987439163673194,0.39719784985057427,28
P36915,0.4865126213131121,-0.13843321918126877,0.17799292105882505,28
Q9UMX0,0.3445164226625579,0.21169651269972123,0.2087426535949524,28
Q13416,0.7384373001341216,-0.06388750971013285,0.16876586134118815,28
Q96PU4,0.06988357488682566,0.5766896075734105,0.3132701906529442,28
Q13042,0.13919999654084886,0.3075406088469582,0.18613425217504295,28
P83111,0.4688488124376111,-0.2978613570616565,0.42615289061634465,28
Q86UE8,0.0743494458970162,0.6801939362376682,0.38379849674201594,28
H0YD93,0.15872288381411714,0.37420034194072677,0.2561989776321883,28
Q9NVC6,0.9441792143415321,0.01919023988192864,0.2711012168527433,28
J3QRN6,0.04440025848257879,0.6560313939301589,0.32033808652607215,28
Q6PI47,0.9913035551240703,0.0027012184574230907,0.23982171517036885,28
Q9NTX7,0.30607425178037984,-0.21953079180956855,0.19665605918999796,28
Q9P2R3,0.787750761220466,0.059572225415892396,0.20714726419246443,28
Q9UJX2,0.11326878936479552,0.42197254735016676,0.25605196933081564,28
O00339,0.48691691474746335,0.3463077728067704,0.5227757834672451,28
Q5JTH9,0.47270413770826836,0.2747539340480642,0.3941484169019546,28
P51531,0.9570885368112829,0.016857513468993085,0.3168309549927235,28
Q2NL82,0.20930742292705662,0.43488797410515284,0.35004355698038797,28
P53634,0.3916385664571792,0.3682415629206497,0.44619020893765915,28
P50750,0.9792144210440883,-0.0067920034993732,0.25524187393041137,28
E9PGP2,0.851238247651915,0.06629901451426196,0.36278942562233346,28
Q96T88,0.5584582252999366,0.1653778968358928,0.2803147975538442,28
P01778,0.761587936526664,-0.16115163979682717,0.5609318878933834,28
Q7Z3B1,0.05208458443613048,-1.176741183944149,0.6244786212024245,28
E9PAX8,0.5283375806396777,0.14386589614306225,0.2149916408837818,28
Q4J6C6,0.8170072174037326,-0.04921803067715555,0.19644677050016,28
E7EW80,0.3248820302831701,0.23891594524292914,0.23142643902667284,28
F5GZS6,0.11639550787357207,0.36973327331545447,0.21942881803837713,28
B7Z9I1,0.7515921835069235,0.11390191050788634,0.3697544855629635,28
B8ZZY8,0.6268012109293368,0.12869373079430313,0.25941628789567195,28
Q9UER7,0.5694816698777527,0.19120307308669726,0.34213440325489874,28
O94868,0.20001569434466726,0.3497731796058182,0.26573714293780715,28
F5H604,0.11586921866649305,-0.34718062606811795,0.20153006348032673,28
Q9Y2H0,0.6534171134173641,0.13294714136941083,0.29636541179277837,28
Q9UIM3,0.5477304071730738,0.1420346231249781,0.22499724224305817,28
O14976,0.9281763443530818,0.02087897616355444,0.22009744838188589,28
P52756,0.9486151154924793,-0.015219723188154372,0.22565753362465302,28
B7ZLP8,0.5833784517107556,0.1383230312732006,0.2443941630809426,28
Q4ZHG4,0.3563838999594833,-0.5789406044479284,0.6631576007239401,28
Q07617,0.4537483638558758,0.3346745773913118,0.4655638365215566,28
B1AQP1,0.4876468857928864,0.16049660651231845,0.2185975295573252,28
Q8TCA0,0.9485527298170198,-0.02556224793522767,0.4110881310806896,28
Q9Y4C2,0.009093461623068417,0.7918357172502618,0.28739901212305147,28
Q9BVI4,0.6913219195808185,-0.10855201196163416,0.2699143643941905,28
O14787,0.9035662007752038,-0.03158516065623365,0.25521275057237564,28
P24385,0.23380118119928614,-0.42333150297164085,0.3608429894487483,28
Q9BUA3,0.2666200803835534,-0.22911872721198914,0.1858795949977049,28
J3KQ99,0.5585014017172225,-0.16602002131114846,0.28163560014042494,28
E7EMV7,0.8840391753110739,0.03569082860180714,0.23600552034509892,28
Q3SY69,0.3976749396735513,-0.3183967631781232,0.3865640333645956,28
P24592,0.12931897804585843,-0.6640156968985813,0.4491595536564112,28
P46778,0.8751327919464985,0.053008818717028804,0.34436809508156163,28
Q01804,4.094762710727285e-4,-0.7980141940610295,0.18635064960768077,28
Q8NBJ5,0.44671079153264337,0.23189286973963683,0.3054093554779481,28
Q8N474,0.7447483371453971,-0.13781561700818512,0.4411604808440149,28
P05067,0.626580461831961,0.212988997682365,0.4568144749990228,28
P54753,0.2089550045556699,-0.4640320466922059,0.3757917670383762,28
D6RF48,0.17432080668784128,-0.4876755551097133,0.36338542482124137,28
O43633,0.4910077079885635,-0.2724056047845028,0.4087813307481225,28
A8MXR1,0.4887620136273708,-0.2637545206250581,0.39244044347350343,28
P41226,0.009627811808502999,-0.6716958455406252,0.23798080831900906,28
Q6ZRV2,0.020848725788625875,-1.0712592126908824,0.46561260166905716,28
Q15554,0.009122529037340333,0.6799770155129312,0.23928310467061809,28
Q13107,0.7926849416709755,0.0610950815972609,0.2209777283443788,28
B8ZZU6,0.005214797790407812,-0.7883589582826619,0.2610727674802789,28
P19388,0.24880798170070156,0.2246019001793419,0.17090506876325628,28
Q9NVM4,0.5176318931313528,-0.13413589725332364,0.18888359602284055,28
P50613,0.7872691290137115,-0.05011999750436547,0.1613906089272498,28
Q14694,0.3114051748705621,0.27698592352021767,0.26805993773478637,28
E9PB35,0.9909399045371687,0.003189316157837005,0.2791037403917712,28
H3BMA1,0.7091389396362799,-0.29955195996935835,0.8584326395801937,28
P02656,0.3927078210713296,0.33551433638243966,0.4045679396397737,28
Q9H3Z4,0.08083884493710268,0.3563583461427332,0.17953542301601005,28
Q460N5,0.7759906925453737,0.07712102644909594,0.2673187877652132,28
Q86WV1,0.06497245580677864,0.7518314869726693,0.41188284637037703,28
Q5JTD0,1.123933324762234e-4,-1.2762794190257523,0.29406465449783464,28
P38432,5.216541726926125e-4,1.59306519564466,0.43529381540633116,28
P35542,0.5032609889333346,0.2862021592426254,0.4446831304887046,28
B7Z4K4,0.2019545661503306,0.381555808089817,0.2960041497056684,28
M0QZL8,0.21311235601630268,0.32669334781065384,0.2535788087866259,28
A1A5D9,0.30646607775213097,-0.4405051580656359,0.4460243531933362,28
Q8TB45,0.5648426989688206,0.20706539994403508,0.36888183013999304,28
Q96AQ6,0.08004135162760034,0.4891583541832956,0.26977410213891995,28
Q12899,0.004540912085371708,1.0558564573708282,0.35825559338610974,28
P42768,0.9723382556560175,0.012774303726518277,0.3797641742762291,28
Q96BM9,0.5486741285638895,0.13683262589074044,0.21505977431297307,28
O75367,0.013304531637830479,-1.594701762028805,0.6529011777156275,28
P62380,0.9243407404475223,-0.0319891741023625,0.3438581667892906,28
U3KQ84,0.03175103101645312,0.9261621440327721,0.43357409838031336,28
P50542,0.028270598696707994,-0.6649459251054077,0.292236609735471,28
Q86X27,0.2638443444368907,-0.34502142903859545,0.30823265163424224,28
Q9UK97,0.004545263397508489,0.8128068491133985,0.26515666442105457,28
P49116,0.05077480174768825,-0.6623543418391549,0.3352015446042924,28
Q13769,5.472393094692836e-4,1.2290384250945912,0.32882536940122986,28
P30046,0.1744401865581879,0.4899893219915399,0.36540914466554664,28
Q9Y217,0.46073349512654915,0.15244392202237408,0.1877962642594029,28
Q8IXH7,0.8592449521750252,-0.036511227522567344,0.18783659411015768,28
Q9ULP9,0.5172298532083696,0.2172815074794633,0.3411283396791238,28
Q96Q83,0.03021693028506973,-0.605113204936507,0.2654290844953223,28
Q10570,0.003733101633242016,0.9020095179720728,0.2913477697042689,28
Q14520,0.18954470785516617,-0.4608551927986435,0.3551080029131653,28
Q99611,0.10186577895038788,-0.44957660541875893,0.26538814593096477,28
P46937,0.39116995638240915,-0.37233139383830427,0.45101343211904626,28
Q9UKN8,0.01809637730850686,0.8052966179845461,0.33179252937824655,28
P00505,0.6551365433301484,0.2383531882460205,0.563209794695317,28
P53816,0.13231244672886935,-0.4970629480609998,0.3298246488014541,28
Q9H446,0.39188969277982444,0.2852748252429389,0.3375713769958867,28
F8VXG7,0.13975205000706853,0.3416330647134156,0.21503979638866785,28
Q96JC9,0.41585229664969314,-0.20777316552826003,0.24733329679093222,28
J3KQG4,0.6524899339827013,-0.10609987863951317,0.22455513567624774,28
E7EU35,0.3388124630685676,0.2505171922926819,0.2545145745662793,28
Q9BVP2,0.5515064090214259,-0.20479676856773887,0.3508858612779411,28
Q9Y6M1,0.9904907247434509,0.004333218507410974,0.37430897218927567,28
Q5HYI7,0.9614352357305535,0.01475992943769966,0.30754050593451915,28
Q96E11,0.5145084457861465,-0.3158482351417563,0.5080214403483433,28
Q9UPY8,0.612135498218039,-0.13945562235875852,0.27162159368376537,28
Q9BXY0,0.7444468053379045,-0.11221218592677572,0.3520114645902421,28
Q9Y6N5,0.46464293708735704,-0.23030570424236557,0.3172802170205443,28
Q9UL18,0.6268754846381146,-0.09712940792210994,0.17960150431737162,28
Q8N5J2,0.3988998395312312,-0.3181948757702201,0.38740726618566623,28
P78362,0.30625274460939567,-0.2669628466078618,0.2530464150847909,28
Q9UID3,0.15380416052153564,0.22476310088946114,0.11801841543814875,28
Q9BR61,0.7347785984005226,-0.08848949809822565,0.2555814499751883,28
Q86VM9,0.018892918480682225,0.5570306442851861,0.21486736946839832,28
Q9GZM8,0.8184644869754245,-0.04583477181090275,0.17983006498771462,28
Q96Q06,0.049686142194631897,-1.1348983825150822,0.5946302046859252,28
Q5K651,0.40055187665548464,-0.27399074957135394,0.3293695519153938,28
Q01658,0.1275908618267744,0.5865966940218961,0.3908458374223551,28
Q9NZD8,0.5045167133877628,0.1788795387125755,0.26287943958259785,28
O43823,0.014568151275022843,0.8334512289528271,0.3311833028445769,28
Q8N9N7,0.4241952469596785,0.173429264822762,0.20065755048194553,28
Q6GQQ9,0.9648960977555577,-0.009267187611342181,0.19385435685020772,28
P22681,0.4666676917507939,0.18159539419188778,0.24059250870033677,28
Q9BXW6,0.773027500425947,0.06942881527753653,0.23103737067850563,28
F8WEG4,0.02792123319769567,0.7722309714768392,0.34566397162614193,28
Q9NRL2,0.1082445041754771,0.5258920020795105,0.32572259441356,28
Q86WR0,0.6595819890544113,-0.12449900760339123,0.2806950984260809,28
Q8N3F8,0.38605483878422064,-0.2379859262231065,0.2698279556273826,28
Q9NRF2,5.088206983252566e-4,-0.9863987419870408,0.25209238739712314,28
Q96ED9,0.7598395326813817,0.10577919977334041,0.35409136538036573,28
Q9ULV0,0.11473437959294662,0.5967938835817008,0.3829603342259583,28
P07686,0.5024084114163043,-0.16931674962747945,0.2443393021159296,28
Q96S86,0.9034065292536329,0.06626866648261515,0.5777151145771601,28
Q9UGP4,0.3312392736202793,-0.26994004422600426,0.2731772268057785,28
Q8WWM7,3.58487143765762e-4,-0.9209422344622008,0.22231111843764223,28
P11274,0.027501224963609162,0.4427911205752199,0.17181459825680206,28
Q8IV20,0.7427810465240325,0.07246465454400797,0.20650737667918134,28
P13761,0.6808632537330876,-0.26449420705122356,0.6835655979235754,28
P49356,0.3772502971902062,-0.16001722775320368,0.1539787799043059,28
Q5JVF3,0.029240060167766164,-0.4018915099237593,0.15060896463069945,28
O94855,0.9935371308861366,0.001571675236721748,0.17254685942286585,28
Q06187,0.8683274490482192,0.05004978164968776,0.30358080363865036,28
Q9P1Y5,0.814967013066322,0.061329788304072874,0.25675211182497615,28
O60306,0.1564367995443037,0.4503822552581668,0.3164421085332771,28
Q13094,0.8128333015123884,0.07183609764590039,0.3052418426159764,28
Q8N9V3,0.32116847446776725,0.26463114746851363,0.2600716051536049,28
O95239,0.09796323357944131,0.6106108883461647,0.37174113459719266,28
F5H5I6,0.41234066708061023,0.21401955881450827,0.2540986798148461,28
Q15645,0.08871523076675655,0.5901405690768435,0.346410364271386,28
H0YIQ2,2.4709056643378014e-5,-1.4835769652613997,0.30756428257244095,28
Q9UEE9,0.27914498627888384,0.33799199023102683,0.3124812609673031,28
Q6UVK1,0.1791686253509363,-0.5371342006292567,0.40907597678748525,28
Q08999,0.09227313835123341,-0.3272152989196337,0.1674609087449199,28
Q86VP1,0.0018761579442442187,1.2065632072218966,0.37005719656631464,28
Q6GMV3,0.3077141771786872,0.32503668979175504,0.3201079780118437,28
Q9BZX2,0.25784150437905673,0.35646016652173707,0.3152984732619041,28
O15211,0.535942947782484,-0.18853012971507074,0.30574570367742426,28
Q9BPX7,0.760225016070689,0.06728169780306341,0.20610081766212476,28
O15294,0.028254566395913398,0.5183517947693073,0.21523542931959358,28
O75400,0.007286366608810073,0.8379213392036833,0.2959428581204267,28
Q13796,0.5005338074725922,-0.24576396039128978,0.3742954354783931,28
P00750,0.04232732647566721,-1.7640375885183759,0.9014657014718762,28
J3KMX1,0.9498934657849566,-0.01511796475108904,0.23103543192981565,28
